index,OrderID,OrderDate,ShipDate,ShipMode,CustomerID
5724,CA-2014-103191,9/22/2014,9/27/2014,Standard Class,VG-21805
5725,CA-2015-103933,9/25/2015,9/27/2015,First Class,DR-12880
5726,CA-2015-110548,5/4/2015,5/8/2015,Standard Class,AH-10690
5727,CA-2017-117324,12/8/2017,12/13/2017,Standard Class,JP-15520
5732,CA-2017-143574,6/29/2017,7/2/2017,First Class,DR-12880
5735,CA-2014-111773,6/29/2014,7/3/2014,Standard Class,JK-15625
5736,CA-2014-148614,1/20/2014,1/25/2014,Standard Class,MV-17485
5738,CA-2017-156139,12/31/2016,1/6/2017,Standard Class,BP-11155
5739,US-2017-147886,3/28/2017,3/31/2017,First Class,DH-13075
5746,CA-2016-113733,12/8/2016,12/12/2016,Standard Class,LH-16900
5749,CA-2017-104913,11/18/2017,11/22/2017,Standard Class,DK-13090
5750,CA-2014-145800,5/30/2014,6/5/2014,Standard Class,SS-20410
5751,CA-2016-125850,1/22/2016,1/28/2016,Standard Class,FP-14320
5753,CA-2016-118514,2/3/2016,2/10/2016,Standard Class,LC-17050
5754,CA-2015-150749,3/29/2015,4/3/2015,Second Class,AS-10240
5755,CA-2014-163748,10/14/2014,10/18/2014,Standard Class,HG-15025
5757,CA-2015-119634,8/11/2015,8/16/2015,Standard Class,BW-11065
5758,CA-2015-149300,11/22/2015,11/23/2015,First Class,BH-11710
5759,US-2016-111528,12/30/2016,12/30/2016,Same Day,JP-16135
5761,CA-2017-158169,8/12/2017,8/15/2017,First Class,JM-16195
5763,CA-2015-162047,11/3/2015,11/5/2015,First Class,FH-14365
5764,CA-2015-117772,9/10/2015,9/12/2015,Second Class,MC-17575
5765,US-2014-126340,11/8/2014,11/14/2014,Standard Class,EB-13870
5766,CA-2016-149685,10/8/2016,10/15/2016,Standard Class,PM-19135
5767,CA-2017-126396,9/8/2017,9/12/2017,Second Class,AR-10345
5768,CA-2015-154900,2/25/2015,3/1/2015,Standard Class,SS-20875
5770,CA-2015-103835,9/24/2015,9/28/2015,Standard Class,SC-20440
5772,CA-2015-158939,11/26/2015,12/1/2015,Standard Class,EA-14035
5773,CA-2016-117408,8/31/2016,9/6/2016,Standard Class,TP-21130
5774,CA-2016-142398,4/12/2016,4/16/2016,Standard Class,BP-11290
5776,CA-2016-105277,12/4/2016,12/8/2016,Standard Class,LM-17065
5777,CA-2016-112060,12/4/2016,12/9/2016,Standard Class,KT-16465
5778,CA-2014-105270,11/11/2014,11/18/2014,Standard Class,AP-10915
5780,US-2015-159513,4/2/2015,4/9/2015,Standard Class,JD-15790
5781,CA-2015-155586,12/12/2015,12/16/2015,Second Class,XP-21865
5784,CA-2017-141117,10/2/2017,10/8/2017,Standard Class,JK-16090
5788,CA-2017-115070,4/10/2017,4/14/2017,Second Class,MG-18205
5790,CA-2017-140186,9/29/2017,10/2/2017,First Class,PG-18820
5795,CA-2014-124856,9/29/2014,10/3/2014,Second Class,LD-17005
5799,CA-2014-166716,8/20/2014,8/25/2014,Second Class,CR-12730
5800,CA-2014-123225,7/11/2014,7/14/2014,First Class,MN-17935
5802,CA-2015-163440,3/22/2015,3/24/2015,First Class,RD-19900
5803,US-2017-106796,5/12/2017,5/19/2017,Standard Class,JP-16135
5804,CA-2017-113873,11/13/2017,11/19/2017,Standard Class,KE-16420
5806,CA-2016-149783,9/4/2016,9/7/2016,Second Class,DL-13315
5809,CA-2016-125017,2/6/2016,2/11/2016,Standard Class,KB-16240
5810,US-2015-163279,3/22/2015,3/26/2015,Standard Class,JD-16150
5813,CA-2015-150196,7/2/2015,7/3/2015,First Class,SR-20740
5814,US-2015-106495,6/15/2015,6/17/2015,First Class,AC-10450
5815,CA-2014-124730,11/26/2014,11/26/2014,Same Day,LS-17245
5820,CA-2017-117632,5/12/2017,5/18/2017,Standard Class,CS-12175
5824,CA-2014-115056,5/2/2014,5/2/2014,Same Day,AR-10510
5825,CA-2017-161067,9/3/2017,9/6/2017,Second Class,KB-16405
5829,CA-2016-122063,12/3/2016,12/7/2016,Standard Class,MM-17920
5831,CA-2015-111206,7/18/2015,7/22/2015,Standard Class,RF-19735
5832,CA-2016-142895,7/21/2016,7/26/2016,Standard Class,BP-11290
5834,CA-2015-101868,6/9/2015,6/16/2015,Standard Class,MJ-17740
5837,CA-2017-133207,11/27/2017,12/3/2017,Standard Class,DO-13645
5838,CA-2015-132948,3/27/2015,4/3/2015,Standard Class,MV-17485
5839,CA-2015-134992,9/22/2015,9/26/2015,Second Class,MG-17875
5841,CA-2015-126725,11/17/2015,11/21/2015,Standard Class,BS-11665
5848,CA-2015-121783,11/10/2015,11/14/2015,Standard Class,PO-19180
5853,US-2014-138835,9/10/2014,9/14/2014,Standard Class,DA-13450
5854,CA-2015-112214,8/5/2015,8/11/2015,Standard Class,AH-10690
5858,US-2017-153255,9/3/2017,9/7/2017,Second Class,JK-15730
5859,CA-2015-108119,11/1/2015,11/8/2015,Standard Class,MS-17530
5860,CA-2015-157434,4/29/2015,5/4/2015,Second Class,JK-15640
5861,CA-2016-101525,5/1/2016,5/4/2016,Second Class,CM-12235
5864,US-2014-117968,8/5/2014,8/7/2014,Second Class,RS-19420
5867,CA-2016-158211,1/4/2016,1/8/2016,Standard Class,BP-11185
5869,CA-2016-152247,11/7/2016,11/12/2016,Standard Class,MA-17995
5870,CA-2016-128223,6/14/2016,6/14/2016,Same Day,EB-13705
5871,CA-2016-154235,9/24/2016,9/28/2016,Standard Class,RD-19900
5872,CA-2017-129910,3/30/2017,4/3/2017,Standard Class,ME-17320
5873,CA-2017-133095,6/4/2017,6/4/2017,Same Day,EH-14005
5875,CA-2015-130554,4/7/2015,4/9/2015,First Class,FM-14290
5876,CA-2014-152443,5/21/2014,5/26/2014,Standard Class,FG-14260
5879,CA-2016-133319,9/5/2016,9/11/2016,Standard Class,MV-17485
5880,CA-2016-133935,9/18/2016,9/22/2016,Standard Class,JW-15220
5883,CA-2016-136301,3/13/2016,3/15/2016,Second Class,EH-13765
5885,US-2014-109456,10/16/2014,10/17/2014,Same Day,LS-17245
5887,CA-2017-151596,10/8/2017,10/11/2017,First Class,BP-11050
5888,CA-2015-147879,5/7/2015,5/12/2015,Standard Class,CC-12220
5889,CA-2016-166625,4/14/2016,4/17/2016,First Class,JM-15580
5890,CA-2016-146157,11/21/2016,11/26/2016,Standard Class,RD-19720
5893,CA-2017-159954,9/10/2017,9/14/2017,Standard Class,SS-20410
5894,CA-2017-100825,9/9/2017,9/14/2017,Standard Class,KD-16495
5895,CA-2014-168305,11/1/2014,11/8/2014,Standard Class,PL-18925
5897,CA-2016-167682,4/3/2016,4/9/2016,Standard Class,ZD-21925
5899,CA-2017-108000,1/12/2017,1/16/2017,Standard Class,LS-16945
5900,CA-2015-146465,11/20/2015,11/24/2015,Standard Class,PB-18805
5901,CA-2016-159639,11/27/2016,12/2/2016,Standard Class,PC-18745
5902,US-2017-153948,11/6/2017,11/6/2017,Same Day,FM-14290
5907,US-2016-113985,12/2/2016,12/7/2016,Standard Class,KD-16495
5911,CA-2016-155383,12/17/2016,12/22/2016,Standard Class,SC-20680
5912,CA-2014-120432,8/24/2014,8/26/2014,Second Class,DW-13585
5913,US-2015-126977,9/17/2015,9/23/2015,Standard Class,PF-19120
5923,CA-2016-130288,11/26/2016,11/30/2016,Second Class,DK-13225
5924,CA-2017-146458,11/19/2017,11/22/2017,Second Class,RB-19435
5925,CA-2017-150420,6/3/2017,6/8/2017,Standard Class,GD-14590
5926,US-2014-118997,4/8/2014,4/12/2014,Standard Class,RA-19885
5927,CA-2014-114314,10/11/2014,10/15/2014,Standard Class,DB-13555
5929,US-2017-169551,7/7/2017,7/9/2017,First Class,RL-19615
5935,CA-2016-103107,7/4/2016,7/4/2016,Same Day,RB-19465
5938,CA-2017-122077,5/19/2017,5/25/2017,Standard Class,JF-15295
5940,CA-2017-112431,10/12/2017,10/14/2017,Second Class,RW-19690
5942,CA-2016-151092,8/6/2016,8/13/2016,Standard Class,VG-21790
5943,CA-2014-104178,8/25/2014,8/29/2014,Standard Class,JM-15265
5947,CA-2015-115924,9/14/2015,9/18/2015,Second Class,BE-11455
5948,CA-2017-161046,3/5/2017,3/5/2017,Same Day,CB-12535
5952,US-2017-141698,4/15/2017,4/21/2017,Standard Class,SD-20485
5953,US-2014-105151,3/30/2014,3/31/2014,First Class,SG-20890
5954,CA-2014-155796,11/11/2014,11/15/2014,Second Class,TS-21430
5956,CA-2016-127138,3/12/2016,3/15/2016,Second Class,DK-13225
5960,CA-2017-150602,2/9/2017,2/14/2017,Second Class,ML-17395
5961,CA-2014-140732,11/11/2014,11/13/2014,Second Class,MA-17560
5964,CA-2017-119011,8/20/2017,8/25/2017,Standard Class,LR-17035
5967,CA-2016-166912,1/15/2016,1/17/2016,First Class,BE-11335
5968,CA-2014-141726,7/20/2014,7/22/2014,First Class,CC-12145
5972,CA-2017-115105,2/6/2017,2/11/2017,Standard Class,BD-11770
5973,CA-2015-143980,12/25/2015,12/29/2015,Standard Class,JK-15640
5974,CA-2016-135636,10/8/2016,10/13/2016,Standard Class,DB-13615
5975,CA-2017-102155,7/13/2017,7/17/2017,Standard Class,RR-19525
5977,CA-2017-116953,4/24/2017,4/25/2017,First Class,SV-20935
5978,CA-2014-117765,9/7/2014,9/13/2014,Standard Class,RB-19465
5982,CA-2016-114895,11/21/2016,11/28/2016,Standard Class,MV-18190
5983,CA-2017-112984,9/16/2017,9/18/2017,Second Class,EH-14185
5984,CA-2016-163776,7/19/2016,7/25/2016,Standard Class,JS-16030
5990,US-2017-163300,9/15/2017,9/21/2017,Standard Class,ES-14020
5993,CA-2016-162187,12/11/2016,12/11/2016,Same Day,NS-18640
5998,US-2014-112991,12/10/2014,12/14/2014,Standard Class,SH-19975
6001,CA-2014-124079,12/13/2014,12/17/2014,Standard Class,RF-19345
6003,US-2017-146878,9/21/2017,9/27/2017,Standard Class,DL-12865
6004,CA-2017-107244,9/7/2017,9/11/2017,Standard Class,AG-10390
6005,CA-2015-100657,11/2/2015,11/7/2015,Standard Class,SW-20245
6006,CA-2017-129581,12/11/2017,12/18/2017,Standard Class,KN-16390
6007,CA-2017-129028,4/1/2017,4/3/2017,First Class,GB-14530
6008,CA-2015-135580,12/30/2015,1/3/2016,Standard Class,CL-12565
6013,CA-2016-159016,3/10/2016,3/11/2016,First Class,KF-16285
6015,CA-2014-102652,4/6/2014,4/12/2014,Standard Class,AY-10555
6019,CA-2014-152422,10/5/2014,10/10/2014,Second Class,BD-11635
6020,US-2016-156692,8/13/2016,8/13/2016,Same Day,HG-15025
6022,CA-2014-130869,11/17/2014,11/21/2014,Standard Class,CB-12025
6023,US-2017-128832,4/24/2017,4/27/2017,First Class,LS-16945
6024,CA-2017-139717,8/24/2017,8/26/2017,Second Class,DM-13015
6026,CA-2017-136007,2/23/2017,3/2/2017,Standard Class,AC-10615
6028,CA-2016-157364,11/19/2016,11/21/2016,First Class,LT-17110
6029,US-2016-112970,11/14/2016,11/15/2016,First Class,TB-21250
6030,US-2017-152492,7/6/2017,7/6/2017,Same Day,AH-10585
6031,CA-2016-101168,12/25/2016,1/1/2017,Standard Class,SS-20140
6032,CA-2017-104010,4/23/2017,4/25/2017,First Class,TD-20995
6033,CA-2015-130253,12/14/2015,12/18/2015,Standard Class,PP-18955
6034,US-2015-155369,4/19/2015,4/25/2015,Standard Class,PG-18820
6036,CA-2016-131205,9/4/2016,9/8/2016,Standard Class,AA-10645
6040,CA-2017-122364,9/24/2017,9/29/2017,Standard Class,FA-14230
6042,CA-2016-117912,2/4/2016,2/8/2016,Standard Class,TB-21520
6043,CA-2017-145702,5/19/2017,5/24/2017,Second Class,AH-10075
6045,CA-2015-113215,9/3/2015,9/8/2015,Standard Class,CP-12085
6046,CA-2016-154662,6/9/2016,6/16/2016,Standard Class,BF-11215
6047,CA-2015-105571,11/7/2015,11/11/2015,Standard Class,CP-12340
6049,CA-2016-152765,6/15/2016,6/18/2016,First Class,LS-17245
6050,CA-2015-153878,4/25/2015,4/30/2015,Standard Class,TS-21655
6052,CA-2016-124016,9/23/2016,9/26/2016,Second Class,JS-15940
6055,CA-2016-113551,8/18/2016,8/20/2016,First Class,NF-18385
6057,CA-2014-107524,3/2/2014,3/8/2014,Standard Class,KN-16705
6059,CA-2014-138072,12/30/2014,1/3/2015,Standard Class,GA-14725
6060,CA-2015-134201,4/10/2015,4/16/2015,Standard Class,EH-14125
6062,CA-2015-111780,12/25/2015,12/30/2015,Second Class,RA-19285
6065,CA-2015-119942,4/5/2015,4/7/2015,First Class,TT-21070
6066,CA-2015-151547,1/17/2015,1/23/2015,Standard Class,AH-10465
6067,CA-2017-166695,5/20/2017,5/24/2017,Standard Class,CC-12430
6070,CA-2017-167542,8/13/2017,8/20/2017,Standard Class,KD-16495
6071,CA-2015-120901,12/31/2015,1/4/2016,Standard Class,BG-11035
6074,CA-2017-121398,12/25/2017,12/29/2017,Standard Class,FH-14365
6076,CA-2016-151561,9/1/2016,9/7/2016,Standard Class,PG-18820
6080,CA-2017-154676,8/5/2017,8/8/2017,First Class,NZ-18565
6081,US-2014-165589,2/18/2014,2/18/2014,Same Day,TB-21595
6082,US-2016-132577,11/22/2016,11/27/2016,Standard Class,JE-15475
6087,CA-2015-114048,12/14/2015,12/18/2015,Standard Class,EH-13945
6088,CA-2015-137281,6/13/2015,6/17/2015,Standard Class,BF-10975
6089,US-2017-162068,12/28/2017,12/31/2017,Second Class,PC-18745
6090,CA-2017-100111,9/20/2017,9/26/2017,Standard Class,SV-20365
6104,US-2017-132381,8/22/2017,8/24/2017,First Class,Dp-13240
6105,CA-2015-147011,6/18/2015,6/22/2015,Standard Class,HR-14830
6106,CA-2014-120852,12/20/2014,12/25/2014,Standard Class,WB-21850
6108,CA-2016-150007,9/11/2016,9/16/2016,Standard Class,AS-10090
6110,CA-2016-124590,11/12/2016,11/16/2016,Standard Class,SP-20920
6115,CA-2016-133802,3/14/2016,3/20/2016,Standard Class,SP-20650
6116,US-2016-113677,11/13/2016,11/19/2016,Standard Class,CM-12655
6118,CA-2017-143378,9/19/2017,9/25/2017,Standard Class,JR-16210
6122,CA-2017-152660,12/4/2017,12/9/2017,Standard Class,CB-12415
6123,CA-2015-142139,8/31/2015,9/5/2015,Standard Class,SD-20485
6124,CA-2017-145772,6/3/2017,6/7/2017,Standard Class,SS-20140
6127,CA-2016-124100,3/31/2016,4/6/2016,Standard Class,EH-13990
6128,US-2014-158400,10/25/2014,10/28/2014,First Class,AH-10030
6129,CA-2017-162033,3/26/2017,4/2/2017,Standard Class,EM-14200
6131,CA-2014-163447,12/27/2014,12/31/2014,Standard Class,TB-21190
6132,CA-2017-145737,9/15/2017,9/20/2017,Standard Class,AB-10165
6133,CA-2016-148096,8/16/2016,8/19/2016,First Class,AO-10810
6134,CA-2016-146766,11/4/2016,11/4/2016,Same Day,TT-21220
6135,CA-2015-105613,10/18/2015,10/22/2015,Standard Class,KN-16705
6137,US-2016-142251,10/31/2016,11/4/2016,Second Class,FO-14305
6138,CA-2014-131247,3/30/2014,4/4/2014,Standard Class,GA-14725
6139,US-2015-113593,4/18/2015,4/20/2015,First Class,NC-18415
6140,CA-2017-121083,7/9/2017,7/15/2017,Standard Class,JF-15190
6144,CA-2017-151190,6/27/2017,7/1/2017,Standard Class,GT-14710
6145,CA-2014-133543,12/22/2014,12/26/2014,Standard Class,KM-16660
6146,CA-2017-105130,11/21/2017,11/25/2017,Standard Class,PJ-18835
6148,CA-2016-161928,6/27/2016,6/29/2016,Second Class,AC-10660
6149,CA-2017-101322,12/28/2017,12/31/2017,First Class,JG-15310
6150,US-2016-106600,4/8/2016,4/11/2016,First Class,RM-19375
6151,CA-2014-111871,3/18/2014,3/21/2014,Second Class,EK-13795
6152,CA-2017-139437,7/3/2017,7/8/2017,Standard Class,RD-19585
6153,CA-2017-151484,4/20/2017,4/23/2017,First Class,CV-12805
6157,CA-2016-104150,8/3/2016,8/5/2016,Second Class,AG-10330
6159,CA-2016-161025,12/3/2016,12/9/2016,Standard Class,GM-14440
6160,CA-2014-103989,3/19/2014,3/21/2014,First Class,MC-17605
6167,CA-2015-142433,4/20/2015,4/25/2015,Standard Class,ES-14020
6168,CA-2015-132815,9/19/2015,9/22/2015,Second Class,RW-19540
6169,CA-2014-101266,8/27/2014,8/30/2014,Second Class,MM-17920
6170,CA-2016-141523,12/19/2016,12/24/2016,Second Class,MH-17440
6172,US-2014-106299,8/2/2014,8/8/2014,Standard Class,NZ-18565
6175,CA-2015-158421,9/21/2015,9/26/2015,Standard Class,GB-14575
6184,CA-2016-143609,12/11/2016,12/13/2016,First Class,DB-13270
6185,CA-2015-138331,8/7/2015,8/12/2015,Standard Class,JK-15625
6186,CA-2015-138954,11/15/2015,11/17/2015,First Class,MH-17785
6189,CA-2017-157903,4/4/2017,4/8/2017,Standard Class,AM-10705
6190,CA-2016-157259,12/24/2016,12/28/2016,Standard Class,JM-15535
6191,CA-2017-107986,12/13/2017,12/13/2017,Same Day,MW-18220
6192,CA-2017-104927,12/22/2017,12/26/2017,Standard Class,AG-10330
6195,CA-2017-113453,10/21/2017,10/28/2017,Standard Class,CM-12160
6197,CA-2015-149909,11/13/2015,11/17/2015,Standard Class,RA-19915
6200,CA-2015-146675,4/16/2015,4/20/2015,Standard Class,SB-20185
6202,CA-2016-118332,12/16/2016,12/23/2016,Standard Class,PK-19075
6203,CA-2016-133669,10/21/2016,10/27/2016,Standard Class,SV-20935
6204,CA-2017-145660,12/1/2017,12/3/2017,First Class,MG-17650
6205,CA-2016-133697,10/20/2016,10/24/2016,Second Class,CM-12445
6208,CA-2017-148138,9/29/2017,10/3/2017,Standard Class,ME-18010
6209,CA-2017-119809,8/18/2017,8/25/2017,Standard Class,YS-21880
6212,CA-2017-149944,11/12/2017,11/16/2017,Second Class,MB-17305
6214,CA-2014-128538,10/11/2014,10/15/2014,Standard Class,AS-10240
6215,CA-2015-161711,11/28/2015,12/3/2015,Standard Class,MC-17425
6217,US-2015-129553,7/27/2015,8/2/2015,Standard Class,PG-18820
6218,CA-2016-160220,10/20/2016,10/26/2016,Standard Class,JS-16030
6221,US-2017-157224,9/14/2017,9/18/2017,Second Class,JB-16000
6222,CA-2017-140627,12/23/2017,12/27/2017,Standard Class,DK-12985
6225,CA-2015-133445,10/5/2015,10/9/2015,Standard Class,JF-15490
6227,CA-2014-148782,11/2/2014,11/7/2014,Standard Class,PO-18850
6228,CA-2016-148208,1/22/2016,1/27/2016,Standard Class,BT-11530
6230,CA-2017-127656,7/11/2017,7/17/2017,Standard Class,NW-18400
6231,US-2017-142188,9/11/2017,9/11/2017,Same Day,JF-15415
6236,CA-2016-144400,2/23/2016,2/27/2016,Standard Class,AC-10420
6237,US-2016-155180,1/22/2016,1/29/2016,Standard Class,TB-21280
6238,CA-2015-134075,12/12/2015,12/16/2015,Standard Class,HA-14905
6240,US-2016-131912,10/29/2016,11/1/2016,Second Class,LH-17155
6241,CA-2017-141572,5/28/2017,5/31/2017,Second Class,LO-17170
6242,CA-2014-134621,12/21/2014,12/28/2014,Standard Class,DP-13390
6243,CA-2016-165561,11/24/2016,11/28/2016,Standard Class,CR-12580
6244,CA-2015-112305,11/20/2015,11/25/2015,Standard Class,KB-16405
6247,CA-2017-121580,5/29/2017,6/4/2017,Standard Class,ML-17410
6251,CA-2014-101147,12/2/2014,12/4/2014,First Class,MC-17575
6252,CA-2014-165806,4/7/2014,4/7/2014,Same Day,VM-21685
6254,CA-2015-151624,9/8/2015,9/14/2015,Standard Class,VW-21775
6255,CA-2017-139444,9/9/2017,9/15/2017,Standard Class,GK-14620
6256,CA-2015-133977,9/6/2015,9/8/2015,Second Class,AT-10435
6257,CA-2017-141425,11/2/2017,11/6/2017,Second Class,AR-10825
6258,CA-2015-133536,3/28/2015,3/30/2015,Second Class,JH-15820
6259,CA-2015-150441,8/13/2015,8/17/2015,Second Class,RA-19285
6260,CA-2015-162607,5/12/2015,5/18/2015,Standard Class,RO-19780
6261,CA-2017-103506,7/23/2017,7/27/2017,Standard Class,LR-17035
6262,CA-2016-132479,9/24/2016,9/26/2016,First Class,MK-17905
6263,CA-2017-160724,5/5/2017,5/10/2017,Standard Class,YS-21880
6264,US-2016-115952,10/6/2016,10/6/2016,Same Day,JH-15910
6265,CA-2014-146731,11/3/2014,11/8/2014,Standard Class,AT-10735
6267,CA-2015-115392,10/1/2015,10/4/2015,Second Class,RM-19675
6269,CA-2017-102379,12/2/2017,12/6/2017,Standard Class,BB-11545
6272,CA-2017-149706,12/11/2017,12/12/2017,First Class,AS-10285
6273,US-2016-139087,7/17/2016,7/22/2016,Second Class,DK-13375
6280,CA-2017-152226,5/12/2017,5/16/2017,Standard Class,JH-15910
6281,CA-2015-116484,11/20/2015,11/26/2015,Standard Class,JK-15205
6283,CA-2016-100944,9/24/2016,9/28/2016,Standard Class,EH-13765
6285,CA-2016-125080,10/21/2016,10/26/2016,Standard Class,VW-21775
6286,CA-2016-121020,10/24/2016,10/31/2016,Standard Class,CG-12040
6287,CA-2014-100090,7/8/2014,7/12/2014,Standard Class,EB-13705
6289,US-2015-139675,3/13/2015,3/18/2015,Second Class,NF-18595
6291,CA-2017-143756,12/2/2017,12/5/2017,First Class,ME-17725
6292,CA-2015-151253,4/22/2015,4/26/2015,Standard Class,AZ-10750
6294,CA-2014-141152,9/16/2014,9/19/2014,First Class,RF-19345
6295,CA-2014-141313,12/28/2014,1/1/2015,Standard Class,AJ-10780
6298,CA-2014-169852,10/21/2014,10/26/2014,Standard Class,SF-20965
6299,CA-2017-107314,11/30/2017,12/3/2017,First Class,MZ-17335
6300,US-2014-161305,6/6/2014,6/12/2014,Standard Class,SB-20170
6302,CA-2017-166919,11/23/2017,11/27/2017,Standard Class,AH-10210
6303,CA-2017-162712,6/18/2017,6/20/2017,Second Class,NK-18490
6304,CA-2017-107552,5/5/2017,5/5/2017,Same Day,AI-10855
6305,CA-2016-163328,11/4/2016,11/6/2016,Second Class,TP-21565
6311,CA-2014-112837,9/11/2014,9/16/2014,Standard Class,LW-17125
6312,CA-2017-120019,2/16/2017,2/21/2017,Standard Class,NG-18355
6314,CA-2014-100762,11/24/2014,11/29/2014,Standard Class,NG-18355
6318,CA-2017-161459,11/25/2017,11/29/2017,Second Class,EB-13750
6320,CA-2017-160017,9/28/2017,10/2/2017,Standard Class,SP-20860
6321,CA-2014-123316,10/13/2014,10/17/2014,Standard Class,SP-20545
6322,CA-2014-141299,6/3/2014,6/7/2014,Second Class,RB-19795
6323,CA-2014-104402,6/17/2014,6/23/2014,Standard Class,DB-13660
6324,CA-2015-110289,10/29/2015,11/2/2015,Standard Class,NB-18655
6326,CA-2014-167927,1/20/2014,1/26/2014,Standard Class,XP-21865
6334,CA-2014-133305,7/11/2014,7/15/2014,Standard Class,MH-17455
6336,CA-2016-165995,8/30/2016,9/6/2016,Standard Class,BG-11740
6338,CA-2017-143112,10/5/2017,10/9/2017,Standard Class,TS-21370
6341,US-2017-105830,12/31/2016,1/2/2017,First Class,DB-13660
6342,CA-2015-146255,3/7/2015,3/10/2015,First Class,EM-14140
6346,CA-2017-104822,10/20/2017,10/20/2017,Same Day,RB-19465
6347,CA-2015-104486,5/1/2015,5/6/2015,Standard Class,PO-18850
6350,CA-2017-161557,9/3/2017,9/8/2017,Standard Class,AG-10900
6351,CA-2017-161130,11/3/2017,11/8/2017,Standard Class,BF-11275
6352,US-2015-161347,9/13/2015,9/19/2015,Standard Class,HG-14845
6353,US-2015-109015,9/6/2015,9/12/2015,Standard Class,BS-11590
6355,CA-2014-110611,10/6/2014,10/13/2014,Standard Class,JD-16015
6356,CA-2017-139080,1/23/2017,1/28/2017,Standard Class,CS-12250
6360,CA-2015-115693,12/10/2015,12/15/2015,Standard Class,FC-14245
6361,US-2014-107993,11/25/2014,11/30/2014,Standard Class,SE-20110
6362,CA-2017-110443,11/21/2017,11/25/2017,Standard Class,CK-12205
6365,CA-2017-144848,4/4/2017,4/5/2017,First Class,DS-13030
6368,US-2017-147998,5/19/2017,5/24/2017,Standard Class,SA-20830
6369,CA-2016-103919,10/3/2016,10/7/2016,Standard Class,TP-21565
6370,CA-2016-113425,11/21/2016,11/21/2016,Same Day,JK-16120
6371,CA-2017-143035,10/3/2017,10/5/2017,Second Class,CC-12430
6374,CA-2014-107811,4/29/2014,5/3/2014,Standard Class,LA-16780
6376,CA-2016-163216,10/7/2016,10/10/2016,First Class,AW-10930
6377,US-2016-116442,12/15/2016,12/22/2016,Standard Class,BP-11230
6378,CA-2017-150623,4/10/2017,4/14/2017,Standard Class,DB-13360
6380,US-2014-163797,4/8/2014,4/13/2014,Standard Class,PC-19000
6381,CA-2016-127236,3/29/2016,4/2/2016,Standard Class,TB-21595
6383,US-2017-104661,1/15/2017,1/18/2017,First Class,TB-21250
6387,CA-2014-134103,1/30/2014,2/4/2014,Standard Class,MV-18190
6389,CA-2015-147529,2/7/2015,2/11/2015,Standard Class,DK-12835
6391,CA-2016-129126,12/14/2016,12/19/2016,Standard Class,PK-19075
6397,CA-2017-131632,10/31/2017,11/4/2017,Standard Class,AH-10120
6398,CA-2017-151981,8/6/2017,8/12/2017,Standard Class,GM-14455
6401,CA-2017-125472,5/30/2017,5/31/2017,First Class,BD-11725
6404,CA-2015-156328,11/30/2015,12/5/2015,Standard Class,RM-19375
6405,CA-2017-154074,8/31/2017,9/2/2017,Second Class,BW-11110
6407,CA-2017-161774,5/14/2017,5/15/2017,First Class,GT-14710
6412,CA-2017-151211,8/17/2017,8/23/2017,Standard Class,AH-10120
6414,CA-2017-142671,11/10/2017,11/14/2017,Second Class,DR-12940
6415,CA-2017-144750,8/21/2017,8/21/2017,Same Day,DL-13495
6416,CA-2016-111976,3/8/2016,3/12/2016,Standard Class,BD-11620
6418,CA-2016-140130,10/31/2016,11/5/2016,Standard Class,HW-14935
6422,CA-2014-159121,7/26/2014,8/1/2014,Standard Class,JO-15145
6423,CA-2015-149650,10/24/2015,10/27/2015,First Class,RD-19660
6424,CA-2017-115777,8/19/2017,8/24/2017,Standard Class,DO-13645
6425,CA-2016-143714,5/23/2016,5/27/2016,Standard Class,CC-12370
6429,CA-2014-165764,11/3/2014,11/7/2014,Standard Class,SH-20395
6433,CA-2015-121405,3/30/2015,4/4/2015,Standard Class,FC-14335
6435,US-2017-116897,5/27/2017,5/29/2017,First Class,JG-15160
6438,US-2017-113992,12/14/2017,12/19/2017,Standard Class,LC-16885
6439,CA-2014-166891,10/4/2014,10/6/2014,First Class,CC-12220
6440,CA-2016-101161,10/13/2016,10/20/2016,Standard Class,BW-11110
6445,CA-2015-151785,3/5/2015,3/10/2015,Standard Class,JJ-15445
6446,US-2017-119816,3/4/2017,3/6/2017,Second Class,TT-21460
6449,CA-2015-156510,9/25/2015,9/29/2015,Standard Class,EH-13990
6452,US-2015-110261,12/19/2015,12/23/2015,Second Class,PR-18880
6453,CA-2015-125710,10/8/2015,10/13/2015,Standard Class,BT-11680
6454,CA-2017-161102,7/31/2017,8/3/2017,First Class,EC-14050
6456,CA-2014-110065,8/5/2014,8/11/2014,Standard Class,SP-20650
6458,US-2017-133361,5/14/2017,5/17/2017,First Class,AJ-10780
6464,US-2016-155404,9/22/2016,9/28/2016,Standard Class,AS-10630
6465,CA-2015-114503,11/13/2015,11/17/2015,Standard Class,AA-10375
6466,CA-2017-153080,5/22/2017,5/25/2017,Second Class,EH-13945
6467,CA-2016-163804,12/2/2016,12/8/2016,Standard Class,DB-13270
6470,CA-2015-108532,8/29/2015,9/2/2015,Standard Class,CC-12100
6472,CA-2014-151897,6/6/2014,6/10/2014,Standard Class,VT-21700
6473,CA-2016-113292,3/18/2016,3/20/2016,Second Class,DB-13060
6474,CA-2014-149524,1/14/2014,1/15/2014,First Class,BS-11590
