index,ProductID,Category,SubCategory,ProductName,PurchasePrice
640,FUR-FU-10000732,Furniture,Furnishings,Eldon 200 Class Desk Accessories,4.2703999999999995
641,OFF-ST-10000585,Office Supplies,Storage,Economy Rollaway Files,122.24799999999999
642,OFF-LA-10002787,Office Supplies,Labels,Avery 480,1.95
644,OFF-PA-10001934,Office Supplies,Paper,Xerox 1993,3.3048000000000006
645,OFF-AP-10002457,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",76.39450000000001
646,OFF-FA-10003112,Office Supplies,Fasteners,Staples,4.339499999999999
647,OFF-AP-10002350,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,13.564799999999998
650,TEC-AC-10001142,Technology,Accessories,First Data FD10 PIN Pad,71.1
653,TEC-AC-10001101,Technology,Accessories,Sony 16GB Class 10 Micro SDHC R40 Memory Card,11.601
654,OFF-AP-10002439,Office Supplies,Appliances,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,52.5178
655,OFF-BI-10002827,Office Supplies,Binders,Avery Durable Poly Binders,2.9862
656,OFF-EN-10002230,Office Supplies,Envelopes,Airmail Envelopes,44.4829
660,OFF-ST-10001511,Office Supplies,Storage,Space Solutions Commercial Steel Shelving,61.417500000000004
665,OFF-SU-10004231,Office Supplies,Supplies,Acme Tagit Stainless Steel Antibacterial Scissors,7.227
667,TEC-PH-10004042,Technology,Phones,ClearOne Communications CHAT 70 OC Speaker Phone,117.6526
668,FUR-FU-10003096,Furniture,Furnishings,"Master Giant Foot Doorstop, Safety Yellow",4.3263
669,FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,12.787199999999999
670,FUR-TA-10000688,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",180.8155
672,OFF-AR-10001954,Office Supplies,Art,Newell 331,3.5696999999999997
673,OFF-AP-10004532,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,14.9504
674,OFF-PA-10002137,Office Supplies,Paper,"Southworth 100% Résumé Paper, 24lb.",4.279
676,OFF-AP-10000804,Office Supplies,Appliances,Hoover Portapower Portable Vacuum,3.36
677,TEC-AC-10003614,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",7.7653
678,FUR-FU-10003553,Furniture,Furnishings,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",41.262
679,OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,167.74450000000002
680,OFF-BI-10003305,Office Supplies,Binders,Avery Hanging File Binders,3.2292
681,OFF-ST-10002583,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,31.180799999999998
683,TEC-MA-10004125,Technology,Machines,Cubify CubeX 3D Printer Triple Head Print,2959.9926
686,OFF-LA-10001934,Office Supplies,Labels,Avery 516,3.8742999999999994
688,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",93.5922
689,FUR-FU-10004071,Furniture,Furnishings,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,89.4486
691,OFF-ST-10002444,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,8.841600000000001
692,TEC-AC-10002253,Technology,Accessories,Imation Bio 8GB USB Flash Drive Imation Corp,141.304
693,OFF-PA-10000743,Office Supplies,Paper,Xerox 1977,3.4736
695,OFF-LA-10002312,Office Supplies,Labels,Avery 490,7.3999999999999995
697,OFF-LA-10003510,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",16.4862
698,OFF-AR-10001118,Office Supplies,Art,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",1.8872000000000002
699,OFF-BI-10001575,Office Supplies,Binders,GBC Linen Binding Covers,16.1096
702,FUR-FU-10003394,Furniture,Furnishings,"Tenex ""The Solids"" Textured Chair Mats",58.0668
703,FUR-TA-10002774,Furniture,Tables,Laminate Occasional Tables,127.92789999999998
704,OFF-PA-10001800,Office Supplies,Paper,Xerox 220,3.3696
705,OFF-AP-10001469,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector,29.6141
708,FUR-BO-10003272,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,198.882
711,OFF-EN-10001219,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",3.8964000000000003
712,OFF-AP-10001154,Office Supplies,Appliances,Bionaire Personal Warm Mist Humidifier/Vaporizer,28.602899999999995
714,TEC-AC-10001606,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,61.9938
715,OFF-BI-10003355,Office Supplies,Binders,Cardinal Holdit Business Card Pockets,2.5896
717,FUR-FU-10002253,Furniture,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",26.193399999999997
720,OFF-PA-10004092,Office Supplies,Paper,Tops Green Bar Computer Printout Paper,24.47
721,FUR-TA-10000198,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,473.84280000000007
722,OFF-ST-10000036,Office Supplies,Storage,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",72.1167
723,FUR-FU-10000222,Furniture,Furnishings,"Seth Thomas 16"" Steel Case Clock",21.761599999999998
724,OFF-SU-10004664,Office Supplies,Supplies,Acme Softgrip Scissors,5.779400000000001
725,OFF-EN-10001141,Office Supplies,Envelopes,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",5.5998
726,TEC-PH-10002170,Technology,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,50.392799999999994
727,OFF-PA-10001954,Office Supplies,Paper,Xerox 1964,12.3336
728,FUR-TA-10002228,Furniture,Tables,"Bevis Traditional Conference Table Top, Plinth Base",276.6888
729,OFF-ST-10004634,Office Supplies,Storage,"Personal Folder Holder, Ebony",7.847000000000001
733,TEC-AC-10003610,Technology,Accessories,Logitech Illuminated - Keyboard,31.1948
736,FUR-BO-10001619,Furniture,Bookcases,O'Sullivan Cherrywood Estates Traditional Bookcase,66.2844
737,OFF-BI-10000138,Office Supplies,Binders,Acco Translucent Poly Ring Binders,2.4335999999999998
738,TEC-AC-10001383,Technology,Accessories,Logitech Wireless Touch Keyboard K400,20.741699999999998
739,OFF-LA-10003223,Office Supplies,Labels,Avery 508,2.5041
741,OFF-BI-10004094,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs,4.5135000000000005
744,OFF-PA-10004971,Office Supplies,Paper,Xerox 196,2.9478
745,OFF-SU-10004261,Office Supplies,Supplies,"Fiskars 8"" Scissors, 2/Pack",12.2404
748,TEC-PH-10000004,Technology,Phones,Belkin iPhone and iPad Lightning Cable,11.092600000000001
749,OFF-BI-10003638,Office Supplies,Binders,GBC Durable Plastic Covers,10.449
750,FUR-FU-10003577,Furniture,Furnishings,Nu-Dell Leatherette Frames,9.1776
752,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,1.4687999999999999
753,TEC-CO-10002095,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,274.9945
755,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,137.6891
761,OFF-LA-10004484,Office Supplies,Labels,Avery 476,2.2302000000000004
764,OFF-EN-10001532,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,8.49
765,TEC-AC-10003174,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,64.67399999999999
766,OFF-BI-10004187,Office Supplies,Binders,3-ring staple pack,0.9775999999999999
767,OFF-ST-10000025,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,89.70420000000001
768,FUR-FU-10004306,Furniture,Furnishings,Electrix Halogen Magnifier Lamp,143.782
769,FUR-CH-10003746,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,231.10560000000004
770,OFF-BI-10001036,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,4.57
772,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,3.2350000000000003
774,OFF-AR-10004648,Office Supplies,Art,Boston 19500 Mighty Mite Electric Pencil Sharpener,14.709499999999998
775,FUR-FU-10002597,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",2.8651999999999993
776,OFF-AR-10003405,Office Supplies,Art,"Dixon My First Ticonderoga Pencil, #2",4.153499999999999
777,FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,167.7358
780,OFF-PA-10003657,Office Supplies,Paper,Xerox 1927,2.354
783,FUR-BO-10004409,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",51.1056
784,TEC-AC-10000057,Technology,Accessories,Microsoft Natural Ergonomic Keyboard 4000,23.6921
785,OFF-EN-10000056,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,32.9819
786,OFF-BI-10000014,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,5.782299999999999
787,FUR-CH-10004675,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",157.0176
790,OFF-BI-10001132,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",2.7438
791,FUR-CH-10003199,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,84.3448
792,TEC-PH-10001530,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone,255.7425
793,OFF-LA-10001569,Office Supplies,Labels,Avery 499,2.6892000000000005
796,OFF-PA-10000176,Office Supplies,Paper,Xerox 1887,9.8644
798,OFF-LA-10002271,Office Supplies,Labels,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,1.6015999999999997
800,FUR-FU-10004090,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",14.894100000000002
802,OFF-AP-10000576,Office Supplies,Appliances,Belkin 7 Outlet SurgeMaster II,28.4256
803,OFF-PA-10003953,Office Supplies,Paper,Xerox 218,3.3696000000000006
804,FUR-FU-10000794,Furniture,Furnishings,"Eldon Stackable Tray, Side-Load, Legal, Smoke",6.032400000000001
805,OFF-AR-10001897,Office Supplies,Art,Model L Table or Wall-Mount Pencil Sharpener,12.952800000000002
806,TEC-PH-10001795,Technology,Phones,ClearOne CHATAttach 160 - speaker phone,433.993
808,TEC-AC-10004901,Technology,Accessories,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ,32.9934
809,OFF-AR-10003190,Office Supplies,Art,Newell 32,2.0736
811,OFF-AP-10000240,Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,37.9708
814,TEC-AC-10001838,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,113.9943
816,OFF-PA-10003651,Office Supplies,Paper,Xerox 1968,3.4736000000000002
818,OFF-BI-10003094,Office Supplies,Binders,Self-Adhesive Ring Binder Labels,1.8656
819,FUR-CH-10001394,Furniture,Chairs,Global Leather Executive Chair,245.69299999999998
820,OFF-BI-10004230,Office Supplies,Binders,GBC Recycled Grain Textured Covers,17.9608
821,OFF-PA-10003395,Office Supplies,Paper,Xerox 1941,54.52199999999999
822,TEC-AC-10002402,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,55.992999999999995
824,TEC-AC-10003441,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,15.933
826,OFF-FA-10002280,Office Supplies,Fasteners,Advantus Plastic Paper Clips,2.6
827,OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,6.610100000000001
828,OFF-EN-10004459,Office Supplies,Envelopes,Security-Tint Envelopes,3.8964
829,FUR-CH-10000665,Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black",105.68599999999999
830,OFF-AP-10003884,Office Supplies,Appliances,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",43.358399999999996
831,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,70.0727
832,TEC-PH-10002085,Technology,Phones,Clarity 53712,48.8326
833,OFF-AR-10002956,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,16.2874
834,OFF-AP-10003266,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",8.5898
835,TEC-MA-10004002,Technology,Machines,Zebra GX420t Direct Thermal/Thermal Transfer Printer,376.97450000000003
836,OFF-BI-10001071,Office Supplies,Binders,GBC ProClick Punch Binding System,32.6298
837,OFF-PA-10001560,Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4 x 11",3.2012
840,OFF-AR-10002578,Office Supplies,Art,Newell 335,2.0448
841,FUR-BO-10001519,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,44.1864
842,OFF-BI-10001294,Office Supplies,Binders,Fellowes Binding Cases,6.435
843,OFF-BI-10001636,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,4.552199999999999
844,OFF-SU-10002503,Office Supplies,Supplies,Acme Preferred Stainless Steel Scissors,4.0328
845,OFF-LA-10004093,Office Supplies,Labels,Avery 486,3.8742999999999994
848,FUR-FU-10003878,Furniture,Furnishings,"Linden 10"" Round Wall Clock, Black",10.0848
849,TEC-AC-10000710,Technology,Accessories,Maxell DVD-RAM Discs,9.393600000000001
850,OFF-AR-10002335,Office Supplies,Art,DIXON Oriole Pencils,1.9092000000000002
851,OFF-PA-10001870,Office Supplies,Paper,Xerox 202,3.3696
855,OFF-PA-10001019,Office Supplies,Paper,Xerox 1884,10.589400000000001
856,OFF-SU-10002537,Office Supplies,Supplies,Acme Box Cutter Scissors,7.5702
857,OFF-ST-10003221,Office Supplies,Storage,Staple magnet,7.7964
861,OFF-AR-10003752,Office Supplies,Art,Deluxe Chalkboard Eraser Cleaner,6.237000000000001
862,TEC-AC-10001714,Technology,Accessories,Logitech MX Performance Wireless Mouse,25.1307
863,OFF-AR-10003958,Office Supplies,Art,Newell 337,2.3288
864,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",27.002699999999997
865,OFF-LA-10004272,Office Supplies,Labels,Avery 482,1.5317
866,FUR-FU-10000965,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",30.644599999999997
867,OFF-LA-10004853,Office Supplies,Labels,Avery 483,2.6892
868,OFF-BI-10003719,Office Supplies,Binders,Large Capacity Hanging Post Binders,13.472999999999999
869,OFF-BI-10000545,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,380.49
871,OFF-PA-10003591,Office Supplies,Paper,Southworth 100% Cotton The Best Paper,5.739999999999999
874,OFF-PA-10001790,Office Supplies,Paper,Xerox 1910,24.9808
877,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,101.6718
878,OFF-BI-10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",2.5041
879,OFF-BI-10003984,Office Supplies,Binders,Lock-Up Easel 'Spel-Binder',15.120899999999997
884,FUR-FU-10001424,Furniture,Furnishings,Dax Clear Box Frame,5.761800000000001
885,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,3.137400000000001
886,OFF-ST-10002486,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,6.8404
889,TEC-AC-10000927,Technology,Accessories,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ,26.990999999999996
891,OFF-PA-10001622,Office Supplies,Paper,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",2.497
892,OFF-AR-10003158,Office Supplies,Art,Fluorescent Highlighters by Dixon,2.6268000000000002
893,TEC-PH-10002660,Technology,Phones,Nortel Networks T7316 E Nt8 B27,50.99249999999999
895,OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies,15.168399999999998
896,OFF-EN-10001099,Office Supplies,Envelopes,Staple envelope,5.2812
898,OFF-PA-10002250,Office Supplies,Paper,Things To Do Today Pad,3.0524
899,OFF-BI-10004716,Office Supplies,Binders,Wilson Jones Hanging Recycled Pressboard Data Binders,7.7168
900,OFF-LA-10001045,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,1.4094
901,OFF-BI-10001510,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,12.606
903,OFF-PA-10002947,Office Supplies,Paper,Xerox 1923,3.4736
905,OFF-PA-10000019,Office Supplies,Paper,Xerox 1931,3.3696000000000006
906,FUR-BO-10003441,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",77.75460000000001
907,TEC-PH-10004774,Technology,Phones,Gear Head AU3700S Headset,12.6003
908,OFF-BI-10003684,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,10.995
909,TEC-PH-10001494,Technology,Phones,Polycom CX600 IP Phone VoIP phone,218.96349999999998
910,TEC-AC-10004666,Technology,Accessories,Maxell iVDR EX 500GB Cartridge,157.0578
911,OFF-ST-10003816,Office Supplies,Storage,Fellowes High-Stak Drawer Files,135.6663
915,FUR-TA-10001520,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",59.237100000000005
919,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,13.804
921,TEC-AC-10002473,Technology,Accessories,Maxell 4.7GB DVD-R,16.7442
922,TEC-PH-10004531,Technology,Phones,OtterBox Commuter Series Case - iPhone 5 & 5s,11.4348
923,OFF-AP-10004487,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,58.5504
925,OFF-PA-10003543,Office Supplies,Paper,Xerox 1985,3.3695999999999997
926,TEC-AC-10004353,Technology,Accessories,Hypercom P1300 Pinpad,39.69
930,OFF-AR-10001468,Office Supplies,Art,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",22.838399999999996
932,OFF-PA-10002195,Office Supplies,Paper,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",2.6924000000000006
933,OFF-PA-10001745,Office Supplies,Paper,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",3.7311999999999994
934,OFF-BI-10004826,Office Supplies,Binders,JM Magazine Binder,8.5852
938,OFF-PA-10000289,Office Supplies,Paper,Xerox 213,3.3696000000000006
939,OFF-AP-10003040,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,24.8788
940,OFF-PA-10000350,Office Supplies,Paper,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",4.5368
941,OFF-BI-10001759,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",1.9431
944,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock,133.34060000000002
945,OFF-BI-10002931,Office Supplies,Binders,"Avery Trapezoid Extra Heavy Duty 4"" Binders",20.97
946,FUR-TA-10002356,Furniture,Tables,Bevis Boat-Shaped Conference Table,199.20360000000002
947,FUR-FU-10003601,Furniture,Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",75.6286
949,FUR-TA-10004154,Furniture,Tables,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",223.74300000000002
950,OFF-PA-10000788,Office Supplies,Paper,Xerox 210,3.3695999999999997
952,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,4.4576
957,OFF-BI-10004465,Office Supplies,Binders,Avery Durable Slant Ring Binders,3.96
958,OFF-PA-10002333,Office Supplies,Paper,"Universal Ultra Bright White Copier/Laser Paper, 8 1/2"" x 11"", Ream",3.3048
959,FUR-FU-10004188,Furniture,Furnishings,Luxo Professional Combination Clamp-On Lamps,75.702
961,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,1.5912000000000002
963,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,1.4687999999999999
964,OFF-LA-10004055,Office Supplies,Labels,Color-Coded Legal Exhibit Labels,2.5041
966,OFF-PA-10004621,Office Supplies,Paper,Xerox 212,3.3696000000000006
967,OFF-PA-10001281,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Fine Perforations,24.907999999999998
969,OFF-ST-10001097,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,167.27
970,FUR-FU-10001095,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,16.4176
976,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,0.936
979,OFF-PA-10004156,Office Supplies,Paper,Xerox 188,5.783400000000001
981,OFF-AR-10000034,Office Supplies,Art,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",2.5864
982,TEC-PH-10000560,Technology,Phones,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),251.99280000000002
985,OFF-EN-10000461,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",4.6322
986,TEC-MA-10003066,Technology,Machines,Wasp CCD Handheld Bar Code Reader,97.214
987,OFF-BI-10004022,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,1.5012
989,OFF-AR-10001988,Office Supplies,Art,Bulldog Table or Wall-Mount Pencil Sharpener,4.2528999999999995
993,OFF-PA-10003625,Office Supplies,Paper,Xerox 1979,17.039
994,OFF-BI-10003925,Office Supplies,Binders,Fellowes PB300 Plastic Comb Binding Machine,205.63469999999998
996,OFF-EN-10003862,Office Supplies,Envelopes,Laser & Ink Jet Business Envelopes,5.7618
997,OFF-ST-10004258,Office Supplies,Storage,Portable Personal File Box,8.913300000000001
998,FUR-FU-10002885,Furniture,Furnishings,Magna Visual Magnetic Picture Hangers,2.9884000000000004
1001,TEC-AC-10003033,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,221.06650000000005
1004,OFF-ST-10000046,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,130.85549999999998
1007,OFF-BI-10002049,Office Supplies,Binders,UniKeep View Case Binders,2.6405999999999996
1010,FUR-FU-10001602,Furniture,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",31.1026
1012,OFF-ST-10003722,Office Supplies,Storage,Project Tote Personal File,9.9613
1014,TEC-AC-10003198,Technology,Accessories,Enermax Acrylux Wireless Keyboard,62.748
1016,FUR-FU-10002191,Furniture,Furnishings,G.E. Halogen Desk Lamp Bulbs,3.6296000000000004
1018,TEC-PH-10004188,Technology,Phones,OtterBox Commuter Series Case - Samsung Galaxy S4,24.4902
1019,OFF-ST-10001526,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart ,89.0442
1020,OFF-AR-10001166,Office Supplies,Art,Staples in misc. colors,4.623799999999999
1021,FUR-CH-10000309,Furniture,Chairs,Global Comet Stacking Arm Chair,316.8825
1022,TEC-MA-10004212,Technology,Machines,Cisco SPA525G2 5-Line IP Phone,91.4197
1023,OFF-EN-10003072,Office Supplies,Envelopes,Peel & Seel Envelopes,2.0176
1024,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,3.7638
1025,OFF-PA-10001166,Office Supplies,Paper,Xerox 2,3.3695999999999997
1026,OFF-PA-10003656,Office Supplies,Paper,Xerox 1935,14.245199999999999
1027,TEC-PH-10000148,Technology,Phones,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,12.7302
1029,TEC-PH-10003885,Technology,Phones,Cisco SPA508G,46.8529
1032,OFF-LA-10001175,Office Supplies,Labels,Avery 514,1.4688
1033,OFF-PA-10000955,Office Supplies,Paper,Southworth 25% Cotton Granite Paper & Envelopes,3.5315999999999996
1036,FUR-FU-10003975,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,38.979
1037,OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts,7.63
1038,OFF-AR-10000203,Office Supplies,Art,Newell 336,3.0387999999999997
1039,OFF-AR-10004790,Office Supplies,Art,Staples in misc. colors,8.977500000000001
1041,TEC-AC-10004761,Technology,Accessories,Maxell 4.7GB DVD+RW 3/Pack,10.3545
1042,FUR-BO-10001811,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",210.686
1043,OFF-AR-10001130,Office Supplies,Art,"Quartet Alpha White Chalk, 12/Pack",1.1713
1044,OFF-AP-10000055,Office Supplies,Appliances,Belkin F9S820V06 8 Outlet Surge,22.736
1045,FUR-CH-10002304,Furniture,Chairs,"Global Stack Chair without Arms, Black",19.485000000000003
1050,FUR-FU-10000293,Furniture,Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,98.9726
1051,OFF-PA-10001307,Office Supplies,Paper,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",2.142
1052,FUR-FU-10004460,Furniture,Furnishings,"Howard Miller 12"" Round Wall Clock",25.145599999999998
1053,OFF-AR-10000716,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,3.4038
1054,FUR-FU-10004622,Furniture,Furnishings,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,42.818000000000005
1056,OFF-BI-10003529,Office Supplies,Binders,Avery Round Ring Poly Binders,1.4484
1057,OFF-BI-10001097,Office Supplies,Binders,Avery Hole Reinforcements,3.1773
1058,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",21.3096
1059,OFF-FA-10001754,Office Supplies,Fasteners,Stockwell Gold Paper Clips,0.9384000000000001
1062,OFF-FA-10004838,Office Supplies,Fasteners,"Super Bands, 12/Pack",1.8042
1064,TEC-PH-10002115,Technology,Phones,Plantronics 81402,48.83259999999999
1065,OFF-FA-10003059,Office Supplies,Fasteners,Assorted Color Push Pins,1.2127
1066,OFF-BI-10004330,Office Supplies,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series",20.339
1072,OFF-BI-10003669,Office Supplies,Binders,3M Organizer Strips,2.8080000000000003
1073,OFF-BI-10003727,Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder,2.1735999999999995
1075,TEC-AC-10003447,Technology,Accessories,Micropad Numeric Keypads,14.992500000000001
1076,OFF-AR-10000255,Office Supplies,Art,Newell 328,4.321600000000001
1077,OFF-AP-10002191,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,43.185599999999994
1080,OFF-PA-10000349,Office Supplies,Paper,Easy-staple paper,2.6394000000000006
1081,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",109.46110000000002
1083,OFF-PA-10003127,Office Supplies,Paper,Easy-staple paper,14.245199999999999
1085,TEC-MA-10003979,Technology,Machines,Ativa V4110MDD Micro-Cut Shredder,356.99490000000003
1086,OFF-PA-10000029,Office Supplies,Paper,Xerox 224,3.3696000000000006
1088,OFF-LA-10000452,Office Supplies,Labels,Avery 488,1.638
1090,TEC-PH-10001819,Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,23.394799999999996
1091,OFF-AR-10002952,Office Supplies,Art,Stanley Contemporary Battery Pencil Sharpeners,9.612000000000002
1092,TEC-PH-10000576,Technology,Phones,AT&T 1080 Corded phone,100.0027
1093,OFF-PA-10000605,Office Supplies,Paper,Xerox 1950,2.9478
1095,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",45.3914
1096,OFF-BI-10004001,Office Supplies,Binders,GBC Recycled VeloBinder Covers,9.2016
1097,FUR-TA-10004147,Furniture,Tables,Hon 4060 Series Tables,87.32879999999999
1098,OFF-AR-10001545,Office Supplies,Art,Newell 326,1.2496
